,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
6635,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Wexford,252
6636,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Wicklow,78
6637,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Limerick,254
6638,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Waterford,278
6639,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Tipperary,97
6640,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Cork,886
6641,New Private Cars,2015,All engine capacities with respect to private cars (cc),Renault,All bands,Dublin,2126
6643,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Carlow,0
6644,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Cavan,0
6645,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Clare,0
6646,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Donegal,0
6647,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Galway,0
6648,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Kerry,0
6649,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Kildare,0
6650,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Kilkenny,0
6651,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Laois,0
6652,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Leitrim,0
6653,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Longford,0
6654,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Louth,0
6655,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Mayo,1
6656,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Meath,0
6657,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Monaghan,0
6658,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Offaly,0
6659,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Roscommon,0
6660,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Sligo,0
6661,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Westmeath,0
6662,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Wexford,0
6663,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Wicklow,0
6664,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Limerick,0
6665,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Waterford,0
6666,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Tipperary,0
6667,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Cork,0
6668,New Private Cars,2015,All engine capacities with respect to private cars (cc),Rover,All bands,Dublin,0
6670,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Carlow,0
6671,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Cavan,0
6672,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Clare,0
6673,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Donegal,0
6674,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Galway,0
6675,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Kerry,0
6676,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Kildare,0
6677,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Kilkenny,0
6678,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Laois,0
6679,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Leitrim,0
6680,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Longford,0
6681,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Louth,0
6682,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Mayo,0
6683,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Meath,0
6684,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Monaghan,0
6685,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Offaly,0
6686,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Roscommon,0
6687,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Sligo,0
6688,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Westmeath,0
6689,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Wexford,0
6690,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Wicklow,0
6691,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Limerick,0
6692,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Waterford,0
6693,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Tipperary,0
6694,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Cork,0
6695,New Private Cars,2015,All engine capacities with respect to private cars (cc),Saab,All bands,Dublin,0
6697,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Carlow,26
6698,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Cavan,43
6699,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Clare,8
6700,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Donegal,71
6701,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Galway,58
6702,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Kerry,39
6703,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Kildare,109
6704,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Kilkenny,80
6705,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Laois,25
6706,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Leitrim,3
6707,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Longford,7
6708,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Louth,46
6709,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Mayo,51
6710,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Meath,39
6711,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Monaghan,67
6712,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Offaly,6
6713,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Roscommon,266
6714,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Sligo,9
6715,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Westmeath,23
6716,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Wexford,95
6717,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Wicklow,23
6718,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Limerick,62
6719,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Waterford,62
6720,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Tipperary,28
6721,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Cork,444
6722,New Private Cars,2015,All engine capacities with respect to private cars (cc),Seat,All bands,Dublin,824
6724,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Carlow,152
6725,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Cavan,154
6726,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Clare,82
6727,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Donegal,164
6728,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Galway,290
6729,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Kerry,196
6730,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Kildare,302
6731,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Kilkenny,143
6732,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Laois,139
6733,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Leitrim,45
6734,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Longford,31
6735,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Louth,148
6736,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Mayo,149
6737,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Meath,203
6738,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Monaghan,81
6739,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Offaly,54
6740,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Roscommon,389
6741,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Sligo,94
6742,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Westmeath,106
6743,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Wexford,321
6744,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Wicklow,227
6745,New Private Cars,2015,All engine capacities with respect to private cars (cc),Skoda,All bands,Limerick,233
