,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
2932,All Private Cars,2016,901-1000 cc,All makes,All bands,Offaly,Number,115.0
2933,All Private Cars,2016,901-1000 cc,All makes,All bands,Roscommon,Number,549.0
2934,All Private Cars,2016,901-1000 cc,All makes,All bands,Sligo,Number,147.0
2935,All Private Cars,2016,901-1000 cc,All makes,All bands,Westmeath,Number,161.0
2936,All Private Cars,2016,901-1000 cc,All makes,All bands,Wexford,Number,602.0
2937,All Private Cars,2016,901-1000 cc,All makes,All bands,Wicklow,Number,351.0
2938,All Private Cars,2016,901-1000 cc,All makes,All bands,Limerick,Number,425.0
2939,All Private Cars,2016,901-1000 cc,All makes,All bands,Waterford,Number,435.0
2940,All Private Cars,2016,901-1000 cc,All makes,All bands,Tipperary,Number,300.0
2941,All Private Cars,2016,901-1000 cc,All makes,All bands,Cork,Number,1774.0
2942,All Private Cars,2016,901-1000 cc,All makes,All bands,Dublin,Number,4755.0
2943,All Private Cars,2016,901-1000 cc,All makes,Band  A,All licensing authorities,Number,12720.0
2944,All Private Cars,2016,901-1000 cc,All makes,Band  A,Carlow,Number,106.0
2945,All Private Cars,2016,901-1000 cc,All makes,Band  A,Cavan,Number,128.0
2946,All Private Cars,2016,901-1000 cc,All makes,Band  A,Clare,Number,227.0
2947,All Private Cars,2016,901-1000 cc,All makes,Band  A,Donegal,Number,303.0
2948,All Private Cars,2016,901-1000 cc,All makes,Band  A,Galway,Number,420.0
2949,All Private Cars,2016,901-1000 cc,All makes,Band  A,Kerry,Number,257.0
2950,All Private Cars,2016,901-1000 cc,All makes,Band  A,Kildare,Number,514.0
2951,All Private Cars,2016,901-1000 cc,All makes,Band  A,Kilkenny,Number,231.0
2952,All Private Cars,2016,901-1000 cc,All makes,Band  A,Laois,Number,126.0
2953,All Private Cars,2016,901-1000 cc,All makes,Band  A,Leitrim,Number,46.0
2954,All Private Cars,2016,901-1000 cc,All makes,Band  A,Longford,Number,70.0
2955,All Private Cars,2016,901-1000 cc,All makes,Band  A,Louth,Number,365.0
2956,All Private Cars,2016,901-1000 cc,All makes,Band  A,Mayo,Number,238.0
2957,All Private Cars,2016,901-1000 cc,All makes,Band  A,Meath,Number,374.0
2958,All Private Cars,2016,901-1000 cc,All makes,Band  A,Monaghan,Number,121.0
2959,All Private Cars,2016,901-1000 cc,All makes,Band  A,Offaly,Number,109.0
2960,All Private Cars,2016,901-1000 cc,All makes,Band  A,Roscommon,Number,544.0
2961,All Private Cars,2016,901-1000 cc,All makes,Band  A,Sligo,Number,140.0
2962,All Private Cars,2016,901-1000 cc,All makes,Band  A,Westmeath,Number,148.0
2963,All Private Cars,2016,901-1000 cc,All makes,Band  A,Wexford,Number,593.0
2964,All Private Cars,2016,901-1000 cc,All makes,Band  A,Wicklow,Number,331.0
2965,All Private Cars,2016,901-1000 cc,All makes,Band  A,Limerick,Number,393.0
2966,All Private Cars,2016,901-1000 cc,All makes,Band  A,Waterford,Number,417.0
2967,All Private Cars,2016,901-1000 cc,All makes,Band  A,Tipperary,Number,281.0
2968,All Private Cars,2016,901-1000 cc,All makes,Band  A,Cork,Number,1718.0
2969,All Private Cars,2016,901-1000 cc,All makes,Band  A,Dublin,Number,4520.0
2970,All Private Cars,2016,901-1000 cc,All makes,Band  B,All licensing authorities,Number,698.0
2971,All Private Cars,2016,901-1000 cc,All makes,Band  B,Carlow,Number,3.0
2972,All Private Cars,2016,901-1000 cc,All makes,Band  B,Cavan,Number,9.0
2973,All Private Cars,2016,901-1000 cc,All makes,Band  B,Clare,Number,25.0
2974,All Private Cars,2016,901-1000 cc,All makes,Band  B,Donegal,Number,77.0
2975,All Private Cars,2016,901-1000 cc,All makes,Band  B,Galway,Number,18.0
2976,All Private Cars,2016,901-1000 cc,All makes,Band  B,Kerry,Number,10.0
2977,All Private Cars,2016,901-1000 cc,All makes,Band  B,Kildare,Number,32.0
2978,All Private Cars,2016,901-1000 cc,All makes,Band  B,Kilkenny,Number,15.0
2979,All Private Cars,2016,901-1000 cc,All makes,Band  B,Laois,Number,6.0
2980,All Private Cars,2016,901-1000 cc,All makes,Band  B,Leitrim,Number,4.0
2981,All Private Cars,2016,901-1000 cc,All makes,Band  B,Longford,Number,10.0
2982,All Private Cars,2016,901-1000 cc,All makes,Band  B,Louth,Number,29.0
2983,All Private Cars,2016,901-1000 cc,All makes,Band  B,Mayo,Number,17.0
2984,All Private Cars,2016,901-1000 cc,All makes,Band  B,Meath,Number,32.0
2985,All Private Cars,2016,901-1000 cc,All makes,Band  B,Monaghan,Number,6.0
2986,All Private Cars,2016,901-1000 cc,All makes,Band  B,Offaly,Number,6.0
2987,All Private Cars,2016,901-1000 cc,All makes,Band  B,Roscommon,Number,4.0
2988,All Private Cars,2016,901-1000 cc,All makes,Band  B,Sligo,Number,6.0
2989,All Private Cars,2016,901-1000 cc,All makes,Band  B,Westmeath,Number,11.0
2990,All Private Cars,2016,901-1000 cc,All makes,Band  B,Wexford,Number,8.0
2991,All Private Cars,2016,901-1000 cc,All makes,Band  B,Wicklow,Number,19.0
2992,All Private Cars,2016,901-1000 cc,All makes,Band  B,Limerick,Number,32.0
2993,All Private Cars,2016,901-1000 cc,All makes,Band  B,Waterford,Number,18.0
2994,All Private Cars,2016,901-1000 cc,All makes,Band  B,Tipperary,Number,18.0
2995,All Private Cars,2016,901-1000 cc,All makes,Band  B,Cork,Number,54.0
2996,All Private Cars,2016,901-1000 cc,All makes,Band  B,Dublin,Number,229.0
2997,All Private Cars,2016,901-1000 cc,All makes,Band  C,All licensing authorities,Number,20.0
2998,All Private Cars,2016,901-1000 cc,All makes,Band  C,Carlow,Number,1.0
2999,All Private Cars,2016,901-1000 cc,All makes,Band  C,Cavan,Number,0.0
3000,All Private Cars,2016,901-1000 cc,All makes,Band  C,Clare,Number,1.0
3001,All Private Cars,2016,901-1000 cc,All makes,Band  C,Donegal,Number,5.0
3002,All Private Cars,2016,901-1000 cc,All makes,Band  C,Galway,Number,1.0
3003,All Private Cars,2016,901-1000 cc,All makes,Band  C,Kerry,Number,1.0
3004,All Private Cars,2016,901-1000 cc,All makes,Band  C,Kildare,Number,0.0
3005,All Private Cars,2016,901-1000 cc,All makes,Band  C,Kilkenny,Number,2.0
3006,All Private Cars,2016,901-1000 cc,All makes,Band  C,Laois,Number,0.0
3007,All Private Cars,2016,901-1000 cc,All makes,Band  C,Leitrim,Number,0.0
3008,All Private Cars,2016,901-1000 cc,All makes,Band  C,Longford,Number,0.0
3009,All Private Cars,2016,901-1000 cc,All makes,Band  C,Louth,Number,0.0
3010,All Private Cars,2016,901-1000 cc,All makes,Band  C,Mayo,Number,1.0
3011,All Private Cars,2016,901-1000 cc,All makes,Band  C,Meath,Number,0.0
3012,All Private Cars,2016,901-1000 cc,All makes,Band  C,Monaghan,Number,0.0
3013,All Private Cars,2016,901-1000 cc,All makes,Band  C,Offaly,Number,0.0
3014,All Private Cars,2016,901-1000 cc,All makes,Band  C,Roscommon,Number,0.0
3015,All Private Cars,2016,901-1000 cc,All makes,Band  C,Sligo,Number,1.0
3016,All Private Cars,2016,901-1000 cc,All makes,Band  C,Westmeath,Number,1.0
3017,All Private Cars,2016,901-1000 cc,All makes,Band  C,Wexford,Number,0.0
3018,All Private Cars,2016,901-1000 cc,All makes,Band  C,Wicklow,Number,1.0
3019,All Private Cars,2016,901-1000 cc,All makes,Band  C,Limerick,Number,0.0
3020,All Private Cars,2016,901-1000 cc,All makes,Band  C,Waterford,Number,0.0
3021,All Private Cars,2016,901-1000 cc,All makes,Band  C,Tipperary,Number,0.0
3022,All Private Cars,2016,901-1000 cc,All makes,Band  C,Cork,Number,1.0
3023,All Private Cars,2016,901-1000 cc,All makes,Band  C,Dublin,Number,4.0
3024,All Private Cars,2016,901-1000 cc,All makes,Band  D,All licensing authorities,Number,4.0
3025,All Private Cars,2016,901-1000 cc,All makes,Band  D,Carlow,Number,0.0
3026,All Private Cars,2016,901-1000 cc,All makes,Band  D,Cavan,Number,0.0
3027,All Private Cars,2016,901-1000 cc,All makes,Band  D,Clare,Number,0.0
3028,All Private Cars,2016,901-1000 cc,All makes,Band  D,Donegal,Number,0.0
3029,All Private Cars,2016,901-1000 cc,All makes,Band  D,Galway,Number,0.0
3030,All Private Cars,2016,901-1000 cc,All makes,Band  D,Kerry,Number,0.0
3031,All Private Cars,2016,901-1000 cc,All makes,Band  D,Kildare,Number,0.0
3032,All Private Cars,2016,901-1000 cc,All makes,Band  D,Kilkenny,Number,0.0
3033,All Private Cars,2016,901-1000 cc,All makes,Band  D,Laois,Number,0.0
3034,All Private Cars,2016,901-1000 cc,All makes,Band  D,Leitrim,Number,0.0
3035,All Private Cars,2016,901-1000 cc,All makes,Band  D,Longford,Number,0.0
3036,All Private Cars,2016,901-1000 cc,All makes,Band  D,Louth,Number,0.0
3037,All Private Cars,2016,901-1000 cc,All makes,Band  D,Mayo,Number,0.0
3038,All Private Cars,2016,901-1000 cc,All makes,Band  D,Meath,Number,0.0
3039,All Private Cars,2016,901-1000 cc,All makes,Band  D,Monaghan,Number,0.0
3040,All Private Cars,2016,901-1000 cc,All makes,Band  D,Offaly,Number,0.0
3041,All Private Cars,2016,901-1000 cc,All makes,Band  D,Roscommon,Number,1.0
3042,All Private Cars,2016,901-1000 cc,All makes,Band  D,Sligo,Number,0.0
3043,All Private Cars,2016,901-1000 cc,All makes,Band  D,Westmeath,Number,0.0
3044,All Private Cars,2016,901-1000 cc,All makes,Band  D,Wexford,Number,1.0
3045,All Private Cars,2016,901-1000 cc,All makes,Band  D,Wicklow,Number,0.0
3046,All Private Cars,2016,901-1000 cc,All makes,Band  D,Limerick,Number,0.0
3047,All Private Cars,2016,901-1000 cc,All makes,Band  D,Waterford,Number,0.0
3048,All Private Cars,2016,901-1000 cc,All makes,Band  D,Tipperary,Number,0.0
3049,All Private Cars,2016,901-1000 cc,All makes,Band  D,Cork,Number,0.0
3050,All Private Cars,2016,901-1000 cc,All makes,Band  D,Dublin,Number,2.0
3051,All Private Cars,2016,901-1000 cc,All makes,Band  E,All licensing authorities,Number,0.0
3052,All Private Cars,2016,901-1000 cc,All makes,Band  E,Carlow,Number,0.0
3053,All Private Cars,2016,901-1000 cc,All makes,Band  E,Cavan,Number,0.0
3054,All Private Cars,2016,901-1000 cc,All makes,Band  E,Clare,Number,0.0
3055,All Private Cars,2016,901-1000 cc,All makes,Band  E,Donegal,Number,0.0
3056,All Private Cars,2016,901-1000 cc,All makes,Band  E,Galway,Number,0.0
3057,All Private Cars,2016,901-1000 cc,All makes,Band  E,Kerry,Number,0.0
3058,All Private Cars,2016,901-1000 cc,All makes,Band  E,Kildare,Number,0.0
3059,All Private Cars,2016,901-1000 cc,All makes,Band  E,Kilkenny,Number,0.0
3060,All Private Cars,2016,901-1000 cc,All makes,Band  E,Laois,Number,0.0
3061,All Private Cars,2016,901-1000 cc,All makes,Band  E,Leitrim,Number,0.0
3062,All Private Cars,2016,901-1000 cc,All makes,Band  E,Longford,Number,0.0
3063,All Private Cars,2016,901-1000 cc,All makes,Band  E,Louth,Number,0.0
3064,All Private Cars,2016,901-1000 cc,All makes,Band  E,Mayo,Number,0.0
3065,All Private Cars,2016,901-1000 cc,All makes,Band  E,Meath,Number,0.0
3066,All Private Cars,2016,901-1000 cc,All makes,Band  E,Monaghan,Number,0.0
3067,All Private Cars,2016,901-1000 cc,All makes,Band  E,Offaly,Number,0.0
3068,All Private Cars,2016,901-1000 cc,All makes,Band  E,Roscommon,Number,0.0
3069,All Private Cars,2016,901-1000 cc,All makes,Band  E,Sligo,Number,0.0
3070,All Private Cars,2016,901-1000 cc,All makes,Band  E,Westmeath,Number,0.0
3071,All Private Cars,2016,901-1000 cc,All makes,Band  E,Wexford,Number,0.0
3072,All Private Cars,2016,901-1000 cc,All makes,Band  E,Wicklow,Number,0.0
3073,All Private Cars,2016,901-1000 cc,All makes,Band  E,Limerick,Number,0.0
3074,All Private Cars,2016,901-1000 cc,All makes,Band  E,Waterford,Number,0.0
3075,All Private Cars,2016,901-1000 cc,All makes,Band  E,Tipperary,Number,0.0
3076,All Private Cars,2016,901-1000 cc,All makes,Band  E,Cork,Number,0.0
3077,All Private Cars,2016,901-1000 cc,All makes,Band  E,Dublin,Number,0.0
3078,All Private Cars,2016,901-1000 cc,All makes,Band  F,All licensing authorities,Number,0.0
3079,All Private Cars,2016,901-1000 cc,All makes,Band  F,Carlow,Number,0.0
3080,All Private Cars,2016,901-1000 cc,All makes,Band  F,Cavan,Number,0.0
3081,All Private Cars,2016,901-1000 cc,All makes,Band  F,Clare,Number,0.0
3082,All Private Cars,2016,901-1000 cc,All makes,Band  F,Donegal,Number,0.0
3083,All Private Cars,2016,901-1000 cc,All makes,Band  F,Galway,Number,0.0
3084,All Private Cars,2016,901-1000 cc,All makes,Band  F,Kerry,Number,0.0
3085,All Private Cars,2016,901-1000 cc,All makes,Band  F,Kildare,Number,0.0
3086,All Private Cars,2016,901-1000 cc,All makes,Band  F,Kilkenny,Number,0.0
3087,All Private Cars,2016,901-1000 cc,All makes,Band  F,Laois,Number,0.0
3088,All Private Cars,2016,901-1000 cc,All makes,Band  F,Leitrim,Number,0.0
3089,All Private Cars,2016,901-1000 cc,All makes,Band  F,Longford,Number,0.0
3090,All Private Cars,2016,901-1000 cc,All makes,Band  F,Louth,Number,0.0
3091,All Private Cars,2016,901-1000 cc,All makes,Band  F,Mayo,Number,0.0
3092,All Private Cars,2016,901-1000 cc,All makes,Band  F,Meath,Number,0.0
3093,All Private Cars,2016,901-1000 cc,All makes,Band  F,Monaghan,Number,0.0
3094,All Private Cars,2016,901-1000 cc,All makes,Band  F,Offaly,Number,0.0
3095,All Private Cars,2016,901-1000 cc,All makes,Band  F,Roscommon,Number,0.0
3096,All Private Cars,2016,901-1000 cc,All makes,Band  F,Sligo,Number,0.0
3097,All Private Cars,2016,901-1000 cc,All makes,Band  F,Westmeath,Number,0.0
3098,All Private Cars,2016,901-1000 cc,All makes,Band  F,Wexford,Number,0.0
3099,All Private Cars,2016,901-1000 cc,All makes,Band  F,Wicklow,Number,0.0
3100,All Private Cars,2016,901-1000 cc,All makes,Band  F,Limerick,Number,0.0
3101,All Private Cars,2016,901-1000 cc,All makes,Band  F,Waterford,Number,0.0
3102,All Private Cars,2016,901-1000 cc,All makes,Band  F,Tipperary,Number,0.0
3103,All Private Cars,2016,901-1000 cc,All makes,Band  F,Cork,Number,0.0
3104,All Private Cars,2016,901-1000 cc,All makes,Band  F,Dublin,Number,0.0
3105,All Private Cars,2016,901-1000 cc,All makes,Band  G,All licensing authorities,Number,0.0
3106,All Private Cars,2016,901-1000 cc,All makes,Band  G,Carlow,Number,0.0
3107,All Private Cars,2016,901-1000 cc,All makes,Band  G,Cavan,Number,0.0
3108,All Private Cars,2016,901-1000 cc,All makes,Band  G,Clare,Number,0.0
3109,All Private Cars,2016,901-1000 cc,All makes,Band  G,Donegal,Number,0.0
3110,All Private Cars,2016,901-1000 cc,All makes,Band  G,Galway,Number,0.0
3111,All Private Cars,2016,901-1000 cc,All makes,Band  G,Kerry,Number,0.0
3112,All Private Cars,2016,901-1000 cc,All makes,Band  G,Kildare,Number,0.0
3113,All Private Cars,2016,901-1000 cc,All makes,Band  G,Kilkenny,Number,0.0
3114,All Private Cars,2016,901-1000 cc,All makes,Band  G,Laois,Number,0.0
3115,All Private Cars,2016,901-1000 cc,All makes,Band  G,Leitrim,Number,0.0
3116,All Private Cars,2016,901-1000 cc,All makes,Band  G,Longford,Number,0.0
3117,All Private Cars,2016,901-1000 cc,All makes,Band  G,Louth,Number,0.0
3118,All Private Cars,2016,901-1000 cc,All makes,Band  G,Mayo,Number,0.0
3119,All Private Cars,2016,901-1000 cc,All makes,Band  G,Meath,Number,0.0
3120,All Private Cars,2016,901-1000 cc,All makes,Band  G,Monaghan,Number,0.0
3121,All Private Cars,2016,901-1000 cc,All makes,Band  G,Offaly,Number,0.0
3122,All Private Cars,2016,901-1000 cc,All makes,Band  G,Roscommon,Number,0.0
3123,All Private Cars,2016,901-1000 cc,All makes,Band  G,Sligo,Number,0.0
3124,All Private Cars,2016,901-1000 cc,All makes,Band  G,Westmeath,Number,0.0
3125,All Private Cars,2016,901-1000 cc,All makes,Band  G,Wexford,Number,0.0
3126,All Private Cars,2016,901-1000 cc,All makes,Band  G,Wicklow,Number,0.0
3127,All Private Cars,2016,901-1000 cc,All makes,Band  G,Limerick,Number,0.0
3128,All Private Cars,2016,901-1000 cc,All makes,Band  G,Waterford,Number,0.0
3129,All Private Cars,2016,901-1000 cc,All makes,Band  G,Tipperary,Number,0.0
3130,All Private Cars,2016,901-1000 cc,All makes,Band  G,Cork,Number,0.0
3131,All Private Cars,2016,901-1000 cc,All makes,Band  G,Dublin,Number,0.0
3132,All Private Cars,2016,901-1000 cc,All makes,Not available,All licensing authorities,Number,3.0
3133,All Private Cars,2016,901-1000 cc,All makes,Not available,Carlow,Number,0.0
3134,All Private Cars,2016,901-1000 cc,All makes,Not available,Cavan,Number,0.0
3135,All Private Cars,2016,901-1000 cc,All makes,Not available,Clare,Number,0.0
3136,All Private Cars,2016,901-1000 cc,All makes,Not available,Donegal,Number,0.0
3137,All Private Cars,2016,901-1000 cc,All makes,Not available,Galway,Number,0.0
3138,All Private Cars,2016,901-1000 cc,All makes,Not available,Kerry,Number,0.0
3139,All Private Cars,2016,901-1000 cc,All makes,Not available,Kildare,Number,0.0
3140,All Private Cars,2016,901-1000 cc,All makes,Not available,Kilkenny,Number,0.0
3141,All Private Cars,2016,901-1000 cc,All makes,Not available,Laois,Number,0.0
3142,All Private Cars,2016,901-1000 cc,All makes,Not available,Leitrim,Number,0.0
3143,All Private Cars,2016,901-1000 cc,All makes,Not available,Longford,Number,0.0
3144,All Private Cars,2016,901-1000 cc,All makes,Not available,Louth,Number,0.0
3145,All Private Cars,2016,901-1000 cc,All makes,Not available,Mayo,Number,0.0
3146,All Private Cars,2016,901-1000 cc,All makes,Not available,Meath,Number,0.0
3147,All Private Cars,2016,901-1000 cc,All makes,Not available,Monaghan,Number,0.0
3148,All Private Cars,2016,901-1000 cc,All makes,Not available,Offaly,Number,0.0
3149,All Private Cars,2016,901-1000 cc,All makes,Not available,Roscommon,Number,0.0
3150,All Private Cars,2016,901-1000 cc,All makes,Not available,Sligo,Number,0.0
3151,All Private Cars,2016,901-1000 cc,All makes,Not available,Westmeath,Number,1.0
3152,All Private Cars,2016,901-1000 cc,All makes,Not available,Wexford,Number,0.0
3153,All Private Cars,2016,901-1000 cc,All makes,Not available,Wicklow,Number,0.0
3154,All Private Cars,2016,901-1000 cc,All makes,Not available,Limerick,Number,0.0
3155,All Private Cars,2016,901-1000 cc,All makes,Not available,Waterford,Number,0.0
3156,All Private Cars,2016,901-1000 cc,All makes,Not available,Tipperary,Number,1.0
3157,All Private Cars,2016,901-1000 cc,All makes,Not available,Cork,Number,1.0
3158,All Private Cars,2016,901-1000 cc,All makes,Not available,Dublin,Number,0.0
3159,All Private Cars,2016,1001-1300 cc,All makes,All bands,All licensing authorities,Number,22922.0
3160,All Private Cars,2016,1001-1300 cc,All makes,All bands,Carlow,Number,212.0
